2002	39.193
2002	39.989
2002	41.003
2002	41.012
2002	42.129
2002	43.308
2002	43.413
2002	43.753
2002	43.869
2002	44.026
2002	44.593
2002	44.966
2002	45.009
2002	45.504
2002	45.936
2002	46.608
2002	46.634
2002	46.832
2002	47.36
2002	47.813
2002	49.348
2002	49.651
2002	49.856
2002	50.525
2002	50.65
2002	50.725
2002	50.992
2002	51.479
2002	51.818
2002	52.97
2002	53.365
2002	53.373
2002	53.676
2002	54.406
2002	54.496
2002	55.24
2002	56.369
2002	56.752
2002	56.761
2002	57.046
2002	57.286
2002	57.561
2002	58.041
2002	58.137
2002	58.453
2002	59.908
2002	60.308
2002	61.34
2002	61.6
2002	62.013
2002	62.247
2002	62.879
2002	62.974
2002	63.61
2002	63.883
2002	64.337
2002	65.033
2002	66.662
2002	68.564
2002	68.565
2002	68.588
2002	68.976
2002	68.978
2002	69.451
2002	69.615
2002	69.806
2002	69.906
2002	70.303
2002	70.734
2002	70.755
2002	70.815
2002	70.836
2002	70.845
2002	70.847
2002	70.994
2002	71.006
2002	71.028
2002	71.263
2002	71.322
2002	71.626
2002	71.682
2002	71.954
2002	72.028
2002	72.047
2002	72.14
2002	72.37
2002	72.59
2002	72.737
2002	72.766
2002	73.017
2002	73.042
2002	73.044
2002	73.053
2002	73.213
2002	73.8
2002	73.981
2002	74.09
2002	74.173
2002	74.193
2002	74.34
2002	74.67
2002	74.712
2002	74.795
2002	74.876
2002	74.902
2002	75.307
2002	75.51
2002	75.651
2002	75.744
2002	76.66
2002	76.904
2002	76.99
2002	77.045
2002	77.158
2002	77.18
2002	77.29
2002	77.31
2002	77.778
2002	77.783
2002	77.86
2002	78.123
2002	78.256
2002	78.32
2002	78.37
2002	78.471
2002	78.53
2002	78.67
2002	78.77
2002	78.98
2002	79.05
2002	79.11
2002	79.59
2002	79.696
2002	79.77
2002	79.78
2002	80.04
2002	80.24
2002	80.37
2002	80.5
2002	80.62
2002	81.495
2002	82
