2007	39.613
2007	42.082
2007	42.384
2007	42.568
2007	42.592
2007	42.731
2007	43.487
2007	43.828
2007	44.741
2007	45.678
2007	46.242
2007	46.388
2007	46.462
2007	46.859
2007	48.159
2007	48.303
2007	48.328
2007	49.339
2007	49.58
2007	50.43
2007	50.651
2007	50.728
2007	51.542
2007	51.579
2007	52.295
2007	52.517
2007	52.906
2007	52.947
2007	54.11
2007	54.467
2007	54.791
2007	55.322
2007	56.007
2007	56.728
2007	56.735
2007	56.867
2007	58.04
2007	58.42
2007	58.556
2007	59.443
2007	59.448
2007	59.545
2007	59.723
2007	60.022
2007	60.916
2007	62.069
2007	62.698
2007	63.062
2007	63.785
2007	64.062
2007	64.164
2007	64.698
2007	65.152
2007	65.483
2007	65.528
2007	65.554
2007	66.803
2007	67.297
2007	69.819
2007	70.198
2007	70.259
2007	70.616
2007	70.65
2007	70.964
2007	71.164
2007	71.338
2007	71.421
2007	71.688
2007	71.752
2007	71.777
2007	71.878
2007	71.993
2007	72.235
2007	72.301
2007	72.39
2007	72.396
2007	72.476
2007	72.535
2007	72.567
2007	72.777
2007	72.801
2007	72.889
2007	72.899
2007	72.961
2007	73.005
2007	73.338
2007	73.422
2007	73.747
2007	73.923
2007	73.952
2007	74.002
2007	74.143
2007	74.241
2007	74.249
2007	74.543
2007	74.663
2007	74.852
2007	74.994
2007	75.32
2007	75.537
2007	75.563
2007	75.635
2007	75.64
2007	75.748
2007	76.195
2007	76.384
2007	76.423
2007	76.442
2007	76.486
2007	77.588
2007	77.926
2007	78.098
2007	78.242
2007	78.273
2007	78.332
2007	78.4
2007	78.553
2007	78.623
2007	78.746
2007	78.782
2007	78.885
2007	79.313
2007	79.406
2007	79.425
2007	79.441
2007	79.483
2007	79.762
2007	79.829
2007	79.972
2007	80.196
2007	80.204
2007	80.546
2007	80.653
2007	80.657
2007	80.745
2007	80.884
2007	80.941
2007	81.235
2007	81.701
2007	81.757
2007	82.208
2007	82.603
